id,name,bday,location,final,p
831,Piyush Gupta,,an advertisement,,"Piyush Gupta is a banker in Singapore. He is the current Chief Executive Officer and Director of DBS Group, a position he has held since 9 November 2009.[1] Gupta has been credited with leading the banking group to become a leading Asian financial services group.[2] In 2014, Gupta was named as the Singapore Business Leader of the Year by CNBC.[3] In 2013, Gupta was named ""Best CEO, Asia Pacific"" by The Asian Banker,[4] and ""Best CEO, Singapore"" by Asiamoney and The Business Times.[5][6]"
832,Lothar G. Buchheim,1918-02-06,Weimar,upload.wikimedia.org/wikipedia/en/3/39/Lothar-G%C3%BCnther_Buchheim.png,"Buchheim was born in Weimar, in the Grand Duchy of Saxe-Weimar-Eisenach (present-day Thuringia), the second son of artist Charlotte Buchheim. She was unmarried, and he was raised by his mother and her parents.[1][2] They lived in Weimar until 1924, then Rochlitz until 1932, and finally Chemnitz. He began contributing to newspapers in his teens and put on an exhibition of his drawings in 1933, when he was 15.[1]"
833,Honey Irani,,,,"Honey Irani (born 25 August 1955) is an Indian film actress and screenwriter, who works in Hindi cinema. She started her career as a child actor with roles in films such as Chirag Kahan Roshni Kahan and Bombay Ka Chor."
834,Fikret Kuskan,1965-04-22,,,"Kuşkan grew up in İstinye with his parents and four sisters. When he was 13, his father died and he moved to Tokat. After three years, he returned to İstanbul and began studying at Hasköy Lisesi.  He graduated from Istanbul University's theatre conservatory."
835,Aman,,,,
836,Sagarika Ghatge,,Kolhapur,,"Sagarika Ghatge is an Indian model, national level athlete and actress known for her role of Preeti Sabharwal in Chak De! India. In 2015, she participated in Fear Factor: Khatron Ke Khiladi 6 and emerged as a finalist.[1]"
837,Curtis Hanson,1945-03-24,"Reno, Nevada",upload.wikimedia.org/wikipedia/commons/thumb/6/64/Curtis_Hanson.JPG/330px-Curtis_Hanson.JPG,"Hanson won the Academy Award for Best Adapted Screenplay in 1998, for co-writing L.A. Confidential with Brian Helgeland.[1]"
838,Venkat Prabhu,,,,"Venkat Kumar Gangai Amaren (born 7 November 1975), better known (by his stage name Venkat Prabhu, is an Indian filmmaker, who has worked as an actor, director and playback singer in the Tamil film industry.[1] After completing his education, he began pursuing an acting career, with his first three ventures featuring him in a starring role, failing to release, following which he began appearing in character roles. He entered the spotlight for the first time when he turned director with the summer hit Chennai 600028 (2007).[2] He achieved further commercial successes with his subsequent directorials Saroja (2008), Goa (2010), Mankatha (2011), Biriyani (2013) and Masss (2015) .  His father Gangai Amaren is a film director and music director."
839,Michael B. Jordan,1987-02-09,"Santa Ana, California",upload.wikimedia.org/wikipedia/commons/thumb/2/29/Michael_B._Jordan_in_2017_by_Gage_Skidmore.jpg/330px-Michael_B._Jordan_in_2017_by_Gage_Skidmore.jpg,"Michael Bakari Jordan (born February 9, 1987) is an American actor. He is known for his film roles as shooting victim Oscar Grant in the drama Fruitvale Station (2013), boxer Adonis Creed in the Rocky sequel film Creed (2015) and main antagonist Erik Killmonger in Black Panther (2018), all three of which were directed by Ryan Coogler.[2][3][4][5]"
840,Eijirô Tôno,,,,"Eijirō Tōno was born on 17 September 1907 in Tomioka City, Gunma Prefecture, Japan, the son of a sake brewer. He attended Tomioka Middle School. After enrolling as a student in the Commerce Department of Meiji University he joined the left-wing Society for the Study of Social Science (社会科学研究会 : Shakai-kagaku kenkyukai ). This was politically dangerous, as the Peace Preservation Law of 1925 made members of any association whose object was the alteration of the kokutai (National Polity), or of the system of private property, liable to imprisonment for up to ten years. In 1931 he became a student on the proletarian drama course run by the Tsukiji Little Theatre (築地小劇場: Tsukiji shogekijo ). He made his stage debut in the Tokyo Left-wing Theatre (東京左翼劇場: Tokyo sayoku gekijo ) production of The Mount Osore Tunnel (恐山トンネル: Osoreyama tonneru)by Jūrō Miyoshi. Having completed the proletarian drama course, he joined the New Tsukiji Theatre Group and took the stage name Katsuji Honjō (本庄克二)."
841,Simon Kinberg,1973-08-02,London,upload.wikimedia.org/wikipedia/commons/thumb/a/a9/Simon_Kinberg_by_Gage_Skidmore.jpg/330px-Simon_Kinberg_by_Gage_Skidmore.jpg,"Kinberg was born in London, England,[4] the son of Monica Menell-Kinberg and Jud Kinberg, a New York City-born writer and producer. From age six, he was raised in Los Angeles, California.[5] He is Jewish.[6][7] Kinberg graduated from Brentwood High School,[3] and then from Brown University, Phi Beta Kappa, Magna Cum Laude; in 2003 received his MFA from Columbia University School of the Arts, where he won the Zaki Gordon Fellowship for Screenwriting.[4][8]"
842,Shriya Saran,1982-09-11,,upload.wikimedia.org/wikipedia/commons/thumb/2/21/Shriya_Saran_graces_the_screening_of_Sonata.jpg/330px-Shriya_Saran_graces_the_screening_of_Sonata.jpg,"Shriya Saran  (pronounced [ʂrɪjaː sərən] (born as Shriya Saran Bhatnagar on 11 September 1982),[4] also known as Shriya, is an Indian actress and model known for her work in South Indian cinema, Bollywood and American cinema. Saran was born in Dehradun and spent most of her childhood in Haridwar. In 2001, her dance master gave her the opportunity to appear in Renoo Nathan's debut music video ""Thirakti Kyun Hawa"", which brought Saran to the attention of many Indian filmmakers. Although Saran aspired to become a well-known dancer, she was offered a leading role. Thus, Saran made her film debut in 2001 with the Telugu film Ishtam, and had her first commercial success with Santhosham (2002)."
843,Varalaxmi Sarathkumar,1985-03-05,,,"Varalaxmi Sarathkumar (born 5 March 1985) is an Indian film actress who has appeared in Tamil, Malayalam and Kannada films. She made her debut with the Tamil film Podaa Podi (2012), portraying a London-based dancer.[4][5]"
844,John Michael Hayes,,,,"Hayes was born in Worcester, Massachusetts to John Michael Hayes Sr. and Ellen Mabel Hayes.[1] Hayes Sr. was a tool and die maker but had performed as a song and dance man on the Keith-Orpheum vaudeville circuit earlier in life."
845,Barun Chanda,,Dhaka,upload.wikimedia.org/wikipedia/commons/thumb/a/a4/Barun_Chanda_-_Kolkata_2015-10-10_5700.JPG/330px-Barun_Chanda_-_Kolkata_2015-10-10_5700.JPG,"Barun Chanda is an Indian Bengali advertising professional, actor and author based in the city of Kolkata. He is mostly remembered for his role in Satyajit Ray's Seemabaddha.[1]"
846,Peter Sellers,1925-09-08,Southsea,upload.wikimedia.org/wikipedia/commons/thumb/8/85/Peter_Sellers_at_home_in_Belgravia%2C_London%2C_1973.jpg/330px-Peter_Sellers_at_home_in_Belgravia%2C_London%2C_1973.jpg,"Born in Portsmouth, Sellers made his stage debut at the Kings Theatre, Southsea, when he was two weeks old. He began accompanying his parents in a variety act that toured the provincial theatres. He first worked as a drummer and toured around England as a member of the Entertainments National Service Association (ENSA). He developed his mimicry and improvisational skills during a spell in Ralph Reader's wartime Gang Show entertainment troupe, which toured Britain and the Far East. After the war, Sellers made his radio debut in ShowTime, and eventually became a regular performer on various BBC radio shows. During the early 1950s, Sellers, along with Spike Milligan, Harry Secombe and Michael Bentine, took part in the successful radio series The Goon Show, which ended in 1960."
847,"Roger Allers, Rob Minkoff",1925-09-08,Southsea,upload.wikimedia.org/wikipedia/commons/thumb/8/85/Peter_Sellers_at_home_in_Belgravia%2C_London%2C_1973.jpg/330px-Peter_Sellers_at_home_in_Belgravia%2C_London%2C_1973.jpg,
848,John Cleese,1939-10-27,Weston-super-Mare,upload.wikimedia.org/wikipedia/commons/5/5e/John_Cleese_2008_bigger_crop.jpg,"John Marwood Cleese (/kliːz/; born 27 October 1939) is an English actor, voice actor, comedian, screenwriter, and producer. He achieved success at the Edinburgh Festival Fringe and as a scriptwriter and performer on The Frost Report. In the late 1960s, he co-founded Monty Python, the comedy troupe responsible for the sketch show Monty Python's Flying Circus. Along with his Python co-stars Terry Gilliam, Eric Idle, Terry Jones, Michael Palin and Graham Chapman, Cleese starred in four Monty Python films: And Now for Something Completely Different, Monty Python and the Holy Grail, Life of Brian and The Meaning of Life."
849,Gracy Singh,1980-07-20,,upload.wikimedia.org/wikipedia/commons/thumb/e/ed/Gracy_Singh_at_Lagaan_10_Year_Celebration_at_Taj_Lands_End_in_Mumbai_%28cropped%29.jpg/330px-Gracy_Singh_at_Lagaan_10_Year_Celebration_at_Taj_Lands_End_in_Mumbai_%28cropped%29.jpg,"Gracy Singh (born 20 July 1980
)[1] is an Indian actress. She is well known for her film Lagaan: Once Upon a Time in India.[2] Singh is also a trained Bharatnatyam and Odissi dancer.[3][4]"
850,Thea von Harbou,1888-12-27,Tauperlitz,upload.wikimedia.org/wikipedia/commons/thumb/4/4f/Thea_von_Harbou_B%26M.jpg/330px-Thea_von_Harbou_B%26M.jpg,"Thea von Harbou was born in Tauperlitz, Bavaria, in 1888,[1] into a family of minor nobility and government officials, which gave her a level of sophisticated comfort. As a child she was educated in a convent by private tutors who taught her several languages as well as piano and violin. She was a child prodigy.[2] Her first works, a short story published in a magazine and a volume of poems published privately, focused on perceptions of art, subjects considered unusual for a girl of thirteen.[3] Despite her privileged childhood, Harbou wanted to earn a living on her own, which led her to become an actress despite her father's disapproval.[3]"
851,Kamal Haasan,1954-11-07,,upload.wikimedia.org/wikipedia/commons/thumb/1/12/Kamal_at_61st_FF_%28cropped%29.jpg/330px-Kamal_at_61st_FF_%28cropped%29.jpg,"Kamal Haasan (born Parthasarathy Srinivasan on 7 November 1954), is an Indian film actor, dancer, film director, screenwriter, producer, playback singer, lyricist and politician who works primarily in Tamil cinema. Kamal has won awards including four National Film Awards, the second-most by any Indian actor, and nineteen Filmfare Awards. His production company, Raaj Kamal Films International, has produced several of his films."
852,Kabir Khan,,,,
853,Amit Ravindernath Sharma (as Amit Sharma),,,,
854,Ravi Baswani,1946-09-29,Delhi,,"Ravi Baswani (29 September 1946 – 27 July 2010) was a well-known Indian film actor, most famous for his role in Sai Paranjpe's Chashme Buddoor (1981) and Kundan Shah's cult comedy Jaane Bhi Do Yaaro (1983), for which he won Filmfare Best Comedian Award in 1984.[1] He was noted for his comic timing and underplaying a character in the true sense of the word. In a career spanning 30 years he acted in some 30 films. He died in Haldwani, on his way to Delhi from Nainital, to where he had travelled to scout for locations for his upcoming debut directorial feature film.[2][3]"
855,Sundar C.,1968-01-21,Namakkal,upload.wikimedia.org/wikipedia/commons/thumb/b/b9/Sundar_C.jpg/330px-Sundar_C.jpg,"Sundar.C is an Tamilian film director, producer and actor.  He has directed over 30 films in Tamil and also acted in over 20 movies as the protagonist. Initially, he worked as an assistant director to Manivannan and became a director with the family drama Murai Maman (1995). His notable films include Ullathai Allitha (1996), Arunachalam (1997), Unnai Thedi (1999), Anbe Sivam (2003), Winner (2003), Giri (2004), Kalakalappu (2012), Theeya Velai Seiyyanum Kumaru (2013), Aranmanai (2014) and Kalakalappu 2 (2018).[2]"
856,Seth Rogen,1982-04-15,Vancouver,upload.wikimedia.org/wikipedia/commons/thumb/1/19/Seth_Rogen_by_Gage_Skidmore_2.jpg/330px-Seth_Rogen_by_Gage_Skidmore_2.jpg,"Seth Aaron Rogen (/ˈroʊɡən/; born April 15, 1982) is a Canadian-American actor, comedian, writer, producer, and director. He began his career performing stand-up comedy during his teenage years. While still living in his native Vancouver, he landed a supporting role in Judd Apatow's series Freaks and Geeks. Shortly after he moved to Los Angeles for his role, Freaks and Geeks was officially cancelled after one season due to low viewership. Rogen later got a part on sitcom Undeclared, which also hired him as a writer."
857,Isao Takahata,1935-10-29,Ujiyamada,upload.wikimedia.org/wikipedia/commons/thumb/b/b6/Isao_Takahata.jpg/330px-Isao_Takahata.jpg,"Takahata was born in Ujiyamada (now Ise), Mie Prefecture, Japan, on October 29, 1935, as the youngest of seven siblings and third son in the family.[1][2][3] His father, Asajiro Takahata (1888–1984),[4] was a junior high school principal, who became the education chief of Okayama prefecture after the war.[3] On June 29, 1945, when Takahata was nine years old, he and his family survived a major United States air raid on Okayama City.[5][6]"
858,Ian McKellen,1939-05-25,,upload.wikimedia.org/wikipedia/commons/thumb/1/15/SDCC13_-_Ian_McKellen.jpg/330px-SDCC13_-_Ian_McKellen.jpg,"Sir Ian Murray McKellen CH CBE (born 25 May 1939) is an English actor. His career spans genres ranging from Shakespearean and modern theatre to popular fantasy and science fiction. 
He is the recipient of six Laurence Olivier Awards, a Tony Award, a Golden Globe Award, a Screen Actors Guild Award, a BIF Award, two Saturn Awards, four Drama Desk Awards, and two Critics' Choice Awards. He has also received nominations for two Academy Awards, five Primetime Emmy Awards and four BAFTAs.
He achieved worldwide fame for his film roles, including the titular King in Richard III (1995), James Whale in Gods and Monsters (1998), Magneto in the X-Men films, and Gandalf in The Lord of the Rings and The Hobbit trilogies."
